Date,Time,headline,summary,open,high,low,close,volume,daily_gap,sentiment,sentiment_score
2024-06-17,09:30,Price Outperforming Fundamentals: Why I Am Downgrading Nvidia,"Nvidia Corporation is a prime beneficiary of the AI frenzy, supported by booming AI spending. Read why NVDA stock is a hold.",132.78,133.73,129.58009,130.25,104654313.0,0.019054074408796515,Positive,0.9936546
2024-06-17,09:30,US Supreme Court to hear Nvidia bid to scuttle shareholder lawsuit,The U.S. Supreme Courtagreed on Monday to hear a bid by Nvidia to scuttle asecurities fraud lawsuit accusing the artificial intelligencechipmaker of misleading investors about how much of its...,132.78,133.73,129.58009,130.25,104654313.0,0.019054074408796515,Neutral,0.92927426
2024-06-18,09:30,Why Is Reliance Global (RELI) Stock Up 283% Today?,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,131.039993,133.71989,130.7701,133.059998,78263233.0,0.01541517939488899,Neutral,0.9999907
2024-06-18,09:30,"Market Momentum Continues: Analyzing The S&P 500, Nasdaq Rise Amid Tech Advances & Inflation Updates",Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,131.039993,133.71989,130.7701,133.059998,78263233.0,0.01541517939488899,Neutral,0.9999907
2024-06-18,09:30,Zyn Sales Suspended: Philip Morris Halts Zyn Online Sales Following Subpoena,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,131.039993,133.71989,130.7701,133.059998,78263233.0,0.01541517939488899,Neutral,0.9999907
2024-06-18,09:30,Mega caps EPS growth will severely narrow into 2026 - GS,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,131.039993,133.71989,130.7701,133.059998,78263233.0,0.01541517939488899,Neutral,0.9999907
2024-06-18,09:30,NVDA Stock Alert: SCOTUS Will Hear Nvidia Case Over Shareholder Lawsuit,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,131.039993,133.71989,130.7701,133.059998,78263233.0,0.01541517939488899,Neutral,0.9999907
2024-06-20,12:30,EV Slowdown Might Be Undebatable But EV Innovation Is Unstoppable,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,134.14,134.57001,130.55,131.24001,76306044.0,0.02161912926792884,Neutral,0.9999907
2024-06-20,12:30,10 Information Technology Stocks Whale Activity In Today's Session,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,134.14,134.57001,130.55,131.24001,76306044.0,0.02161912926792884,Neutral,0.9999907
2024-06-20,12:30,"S&P 500, Nasdaq scale record highs as Nvidia lengthens its lead","The S&P 500 and the Nasdaq hitrecord highs on Thursday, boosted by strong gains in Nvidia,while investors assessed recent economic data and commentaryfrom Federal Reserve officials to gauge the...",134.14,134.57001,130.55,131.24001,76306044.0,0.02161912926792884,Positive,0.9999474
2024-06-20,11:30,Why We’re Excited for the Next Wave of AI Growth,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,138.98599,139.0,134.070007,134.145,58924575.0,0.03483077682865717,Neutral,0.9999907
2024-06-20,11:30,3 ETFs to Buy Now: June 2024,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,138.98599,139.0,134.070007,134.145,58924575.0,0.03483077682865717,Neutral,0.9999907
2024-06-20,11:30,5-Year Fortune Forecast: 3 Penny Stocks Destined for Massive Gains,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,138.98599,139.0,134.070007,134.145,58924575.0,0.03483077682865717,Neutral,0.9999907
2024-06-21,12:30,What Do The Latest Economic Numbers From China Reveal?,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,129.095993,129.69,126.45,126.85,40958655.0,0.017397852154868963,Neutral,0.9999907
2024-06-21,12:30,Wall Street Favorites: 3 Magnificent 7 Stocks With Strong Buy Ratings for June 2024,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,129.095993,129.69,126.45,126.85,40958655.0,0.017397852154868963,Neutral,0.9999907
2024-06-21,12:30,10 Information Technology Stocks Whale Activity In Today's Session,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,129.095993,129.69,126.45,126.85,40958655.0,0.017397852154868963,Neutral,0.9999907
2024-06-21,12:30,"Dow Jones Futures Fall As Nvidia, AI Stocks Extend Losses; Sarepta Surges",Futures were little changed Friday even as Nvidia and other AI stocks extended Thursday's losses. Sarepta surged on a regulatory approval.,129.095993,129.69,126.45,126.85,40958655.0,0.017397852154868963,Positive,0.9999839
2024-06-21,10:30,"Social Buzz: Wallstreetbets Stocks Decline Premarket Friday; Micron Technology, Nvidia to Open Lower","Social Buzz: Wallstreetbets Stocks Decline Premarket Friday; Micron Technology, Nvidia to Open Lower",125.6401,128.89,125.13,128.28999,57256665.0,0.02109111661006307,Negative,0.84522694
2024-06-21,10:30,"Next Level AI: xAI, Dell, SMCI, and Nvidia Unite",Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,125.6401,128.89,125.13,128.28999,57256665.0,0.02109111661006307,Neutral,0.9999907
2024-06-21,10:30,"AI Stocks Are Soaring on Hope. Why Their Dominance Puts Markets at Peril, and 4 Other Things to Know Today.","TikTok releases details of plans to address national security, Eli Lilly fights more medical spas over weight-loss drug sales, and more news to start your day.",125.6401,128.89,125.13,128.28999,57256665.0,0.02109111661006307,Neutral,0.99999857
2024-06-24,15:30,"Nvidia: The Blow-Off Top Ended, Be Prepared For What Is Next",null,120.37,120.9,118.040001,118.07,40907632.0,0.019107751100772712,NEUTRAL,0
2024-06-24,15:30,Nvidia Enters Correction Territory as Slump Erases $400 Billion,"(Bloomberg) -- Nvidia Corp. shares fell on Monday, with the AI-focused chipmaker entering correction territory as it extends a sharp recent selloff.Most Read from BloombergHow Long Can High Rates Last? Bond Markets Say Maybe ForeverJain Raises $5.3 Billion in Biggest Hedge Fund Debut Since 2018Nvidia Sales Grow So Fast That Wall Street Can’t Keep UpBuzzFeed Struggles to Sell Owner of Hit YouTube Show ‘Hot Ones’Volatility Grips Stocks as Nvidia Rout Accelerates: Markets WrapThe stock fell 4.8% an",120.37,120.9,118.040001,118.07,40907632.0,0.019107751100772712,Negative,0.9948986
2024-06-24,15:30,Nvidia Stock Falls for the 3rd Day. Why Wall Street Is Still Backing the Chip Maker.,"Having briefly becoming the world’s most valuable company last week, the chip giant has now dropped back behind Microsoft and Apple in market value.",120.37,120.9,118.040001,118.07,40907632.0,0.019107751100772712,Negative,0.975578
2024-06-24,15:30,"While Nvidia stock captivates the investing masses, don't forget this other exciting thing about the market","More people involved in the stock market is a good thing, explained veteran NYSE floor trader Peter Tuchman in a new episode of the Opening Bid podcast.",120.37,120.9,118.040001,118.07,40907632.0,0.019107751100772712,Positive,0.7385672
2024-06-24,15:30,Stocks mostly climb; investors on yen intervention watch,"Global stock indexesmostly rose on Monday ahead of a key U.S. inflation reading duethis week, while the dollar eased slightly against the yen fromlevels that put investors on alert for Japanese...",120.37,120.9,118.040001,118.07,40907632.0,0.019107751100772712,Positive,0.53067136
2024-06-24,15:30,CommScope (COMM) Advances Capabilities of E6000 Edge Router,CommScope (COMM) introduces cutting-edge advancements to improve the capability of its E6000 Converged Edge Router and enhance broadband service offerings of Multi Service Operators.,120.37,120.9,118.040001,118.07,40907632.0,0.019107751100772712,Positive,1
2024-06-24,09:30,Market Momentum: Your Weekly Financial Forecast,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,122.94,124.46,120.74,120.89,120813827.0,0.0166748007157963,Neutral,0.9999907
2024-06-24,09:30,Global company events calendar,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,122.94,124.46,120.74,120.89,120813827.0,0.0166748007157963,Neutral,0.9999907
2024-06-25,10:30,"Nvidia rebounds after $400B sell-off, regains $3T market cap",Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,121.984,124.35,121.42,124.11,59868901.0,0.01742851521511022,Neutral,0.9999907
2024-06-25,10:30,"Nvidia rebounds after $500B sell-off, regains $3T market cap",Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,121.984,124.35,121.42,124.11,59868901.0,0.01742851521511022,Neutral,0.9999907
2024-06-25,10:30,"Market Clubhouse Morning Memo - June 25th, 2024 (Trade Strategy For SPY, QQQ, AAPL, MSFT, NVDA, GOOGL, META And TSLA)",Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,121.984,124.35,121.42,124.11,59868901.0,0.01742851521511022,Neutral,0.9999907
2024-06-26,15:30,Yahoo Video: Why this ETF fund is reducing its allocation of Nvidia,Yahoo Video: Why this ETF fund is reducing its allocation of Nvidia,124.39,126.48,124.22,126.45,37210223.0,0.016560816785915283,Neutral,0.839295
2024-06-26,15:30,Workday (WDAY) Solution Enhances HR Process of Federal Agency,Workday (WDAY) is gaining healthy traction among government customers owing to its robust product suite that caters to the unique requirements of federal agencies.,124.39,126.48,124.22,126.45,37210223.0,0.016560816785915283,Positive,1
2024-06-26,15:30,Why this ETF fund is reducing its allocation of Nvidia,"Qraft Technologies has decreased its allocation of Nvidia (NVDA) in its AI-enhanced US large-cap ETF (QRFT) from over 6% in May to just 0.7% in June. Qraft Technologies head of AI ETFs Weldon Rice joins Catalysts to discuss the reasons behind the move. Rice reiterates that Qraft is an AI investment technology company that uses AI to select stocks in its portfolios and changes its holdings every month. ""What we've seen over the years with our ETFs, which are now over five years old, is that they tend to sometimes want to take profits in some of these stocks. And Nvidia is one that has had an unbelievable year to date and had a great May. So we feel that the AI model was thinking that it's a great time to take profits,"" he explains. For more expert insight and the latest market action, click here to watch this full episode of Catalysts. This post was written by Melanie Riehl",124.39,126.48,124.22,126.45,37210223.0,0.016560816785915283,Neutral,0.9947025
2024-06-26,15:30,Yahoo Video: Nvidia is an 'easy match' for AI investors: Strategist,Yahoo Video: Nvidia is an 'easy match' for AI investors: Strategist,124.39,126.48,124.22,126.45,37210223.0,0.016560816785915283,Positive,0.85378337
2024-06-28,09:30,Nvidia: Data Center Dominance Has Only Just Begun,"Exciting analysis of Nvidia Corporation's market dominance and the booming data center industry, with predictions of continued growth. Click for more on NVDA.",124.575,127.71,123.42,126.806,78660336.0,0.017908890226770977,Positive,0.9947484
2024-06-28,09:30,"AI Boom Boosts Nvidia, AMD, Broadcom: JPMorgan Survey Forecasts Robust Future For Semiconductors",Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,124.575,127.71,123.42,126.806,78660336.0,0.017908890226770977,Neutral,0.9999907
2024-06-28,09:30,Treasure Hunt: 3 Biotech Stocks Wall Street Hasn’t Discovered Yet,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,124.575,127.71,123.42,126.806,78660336.0,0.017908890226770977,Neutral,0.9999907
2024-07-01,10:30,"French antitrust regulators preparing Nvidia charges, sources say","French antitrust regulatorsare preparing to charge Nvidia for allegedlyanti-competitive practices, people with direct knowledge of thematter said, making it the first enforcer to do so. ...",121.88,124.25,121.32,124.099899,44648770.0,0.018213808664259912,Neutral,0.99955755
2024-07-01,10:30,French Antitrust Regulators Preparing To Charge Nvidia…,"EXCLUSIVE-FRENCH ANTITRUST REGULATORS PREPARING TO CHARGE NVIDIA OVER ALLEGED ANTI-COMPETITIVE PRACTICES, SOURCES SAY ...",121.88,124.25,121.32,124.099899,44648770.0,0.018213808664259912,Neutral,0.99932885
2024-07-03,11:30,2 Supercharged Artificial Intelligence Stocks with Room to Run,These two tech stocks are getting a major boost from AI.,126.040001,128.0099945,125.65,127.995,47482022.0,0.015510940848056648,Positive,1
2024-07-03,10:30,Nvidia Briefly Became the Largest Company on the Stock Market. What Does This Mean for Investors?,Can Nvidia keep it up?,121.8,126.13,121.59,126.039902,60513686.0,0.03481036124794746,Neutral,0.89893425
2024-07-11,09:30,Mawer Investment Management Q2 2024 Quarterly Update,"During Q2 2024, several equity markets reached new highs driven notably by technology-focused companies. Click here to read more.",135.9799,136.14999,130.2601,131.82001,101644252.0,0.030591947780517492,Neutral,0.7219314
2024-07-16,09:30,"Nvidia Stock Falls Again. How TSMC, ASML Can Boost AI Chips Sector.",The market leader's shares have paused their rally over the past month but catalysts could come from elsewhere.,128.41,129.039993,124.58,125.86,67705595.0,0.01985826649014872,Neutral,0.6233631
2024-07-16,09:30,Nvidia Stock Is Still A Gift At $130,"Nvidia's AI capabilities, including Generative AI, position it at the forefront of the AI revolution. Find out if NVDA stock is still a buy.",128.41,129.039993,124.58,125.86,67705595.0,0.01985826649014872,Positive,0.99998975
2024-07-17,11:30,"For stocks, is AI the Emperor's new clothes?: McGeever","The shine mayfinally be coming off AI. If so, the rotation out of Big Tech into small caps that hasemerged recently could quickly accelerate. The question then iswhether outperforming...",119.79,120.0,117.45,117.83,47811674.0,0.01636196677518998,Positive,0.59650284
2024-07-17,11:30,AI Earthquake: Semiconductors Suffer Worst Selloff In Years On Stricter US Chip Exports To China,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,119.79,120.0,117.45,117.83,47811674.0,0.01636196677518998,Neutral,0.9999907
2024-07-17,11:30,Will Nvidia Be Worth More Than Apple by 2025?,Nvidia's stock outpaced Apple's in 2024 and could continue to do so next year.,119.79,120.0,117.45,117.83,47811674.0,0.01636196677518998,Positive,0.9999771
2024-07-17,09:30,"These Stocks Are Moving the Most Today: Nvidia, Super Micro, ASML, TSMC, Spirit Airlines, Five Below, J&J, and More","Megacap tech names such as Nvidia and Super Micro Computer are falling as investors rotate to small-cap stocks, while ASML Holding tumbles on concerns about more curbs on exports to China.",121.34,121.85,118.12,119.010002,118536934.0,0.019202225152464177,Negative,0.9999846
2024-07-17,09:30,Nvidia's Stock Climbs To A 155% Year-To-Date Increase As It Faces Ethical AI Scrutiny,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,121.34,121.85,118.12,119.010002,118536934.0,0.019202225152464177,Neutral,0.9999907
2024-07-17,09:30,Chip makers and suppliers slide as U.S. said to consider new export restrictions,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,121.34,121.85,118.12,119.010002,118536934.0,0.019202225152464177,Neutral,0.9999907
2024-07-17,09:30,Analyst Thinks Nvidia Corp (NASDAQ:NVDA) Still Has Upside,"We recently published a list of Analyst Says These 10 AI Stocks Have More Upside Potential. Since Nvidia Corp (NASDAQ:NVDA) ranks 4th on the list, it deserves a deeper look. King Lip, BakerAvenue Wealth Management’s chief strategist, recently talked to CNBC about the latest decline in tech stocks and market rotation. Lip said that he’s still […]",121.34,121.85,118.12,119.010002,118536934.0,0.019202225152464177,Neutral,0.79737043
2024-07-17,09:30,Missed Out On Nvidia? Michael Saylor Says 'Get On The Bitcoin Standard' For Even Better Returns,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,121.34,121.85,118.12,119.010002,118536934.0,0.019202225152464177,Neutral,0.9999907
2024-07-17,09:30,"Intel: A Cheap Chipmaker, Let's Look Ahead To Quarterly Earnings","Intel has been struggling with poor earnings and sales, leading to multi-year lows. Is it a good time to buy its shares? Click here for my INTC earnings preview.",121.34,121.85,118.12,119.010002,118536934.0,0.019202225152464177,Negative,0.9994856
2024-07-17,09:30,Nvidia Stock Drops. Why It’s a Big Victim in the Tech Exodus.,Nvidia was dropping alongside other big technology companies as investors move away from some of the buzziest stocks in the market.,121.34,121.85,118.12,119.010002,118536934.0,0.019202225152464177,Neutral,0.7791593
2024-07-17,09:30,Taiwan Semiconductor Q2 earnings: Eyes on guidance amid AI boom,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,121.34,121.85,118.12,119.010002,118536934.0,0.019202225152464177,Neutral,0.9999907
2024-07-17,09:30,Words For Wednesday: Politics and Economics,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,121.34,121.85,118.12,119.010002,118536934.0,0.019202225152464177,Neutral,0.9999907
2024-07-18,10:30,"Magnificent 7 Stocks Got Hammered. Why It’s Not Time to Buy the Dip, and 4 Other Things to Know Today.","Nasdaq’s terrible day, United Airlines disappoints, rate cuts near, Netflix’s Emmy nominations, and more news to start your day.",119.98,119.99,116.56,116.85,59381800.0,0.026087681280213448,Negative,0.9987816
2024-07-18,11:30,Trump Trade May Reverse As Probability Of Biden Backing Out Increases – Watch AI Semiconductors,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,116.855,119.59,116.6101,119.5203,42273236.0,0.022808608959822018,Neutral,0.9999907
2024-07-18,10:30,3 Key Takeaways From TSMC's Q2 2024 Beat And Raise,TSMC's strong Q2 results and optimistic forecast support its position as a key player in the high-performance computing market. Click for our view of TSM earnings.,119.98,119.99,116.56,116.85,59381800.0,0.026087681280213448,Positive,1
2024-07-18,10:30,Fiduciary Management Q2 2024 Investment Strategy Outlook,null,119.98,119.99,116.56,116.85,59381800.0,0.026087681280213448,NEUTRAL,0
2024-07-18,10:30,Nvidia launches enterprise AI model with Mistral,"Nvidia announced on Thursday the launch with Mistral AI of a new state-of-the-art language model dedicated to enterprise applications such as chatbots, multilingual tasks, coding or synthesis.The...",119.98,119.99,116.56,116.85,59381800.0,0.026087681280213448,Neutral,0.98545897
2024-07-18,10:30,What's Going On With Nvidia And AMD Stocks On Thursday?,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,119.98,119.99,116.56,116.85,59381800.0,0.026087681280213448,Neutral,0.9999907
2024-07-18,09:30,3 Neurotech Stocks Bridging Mind and Machine,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,121.825,122.4,118.834,119.98,87415469.0,0.015144674738354187,Neutral,0.9999907
2024-07-22,10:30,"‘Watch for This Catalyst,’ Says Citigroup About Nvidia Stock",Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,122.86,123.17,120.65,120.8048,35270555.0,0.016727983070161153,Neutral,0.9999907
2024-07-22,10:30,NVDA Stock Alert: Nvidia Preps New AI Chip for Chinese Market,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,122.86,123.17,120.65,120.8048,35270555.0,0.016727983070161153,Neutral,0.9999907
2024-07-22,10:30,"Stocks To Watch Today: Nvidia, Tesla, And CrowdStrike",Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,122.86,123.17,120.65,120.8048,35270555.0,0.016727983070161153,Neutral,0.9999907
2024-07-22,09:30,"Bitcoin, Dogecoin Trade Flat, Ethereum Drops As Spot ETFs Get Approved:  The Altcoin King Might Retrace But Analyst Thinks Dip Buying Is The 'Best' Position",Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,120.35,123.28,119.86,122.852,75950743.0,0.020789364353967676,Neutral,0.9999907
2024-07-22,09:30,AI startup Cohere sees valuation soar to $5.5B after new funding round,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,120.35,123.28,119.86,122.852,75950743.0,0.020789364353967676,Neutral,0.9999907
2024-07-22,09:30,Stock Market Game Plan For Investors After Biden Withdraws,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,120.35,123.28,119.86,122.852,75950743.0,0.020789364353967676,Neutral,0.9999907
2024-07-22,09:30,Magnificent 7 Earnings Preview: Is a growth slowdown on the horizon?,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,120.35,123.28,119.86,122.852,75950743.0,0.020789364353967676,Neutral,0.9999907
2024-07-24,11:30,How Stock-Based Compensation Impacts Your Favorite Tech Stocks,"An analysis of how mega-cap tech stocks use stock-based compensation in valuation, with insights on Apple, Microsoft, NVIDIA, and Alphabet's strategies. Read more here.",117.99,118.12,115.55,115.92,44254236.0,0.01754385964912275,Neutral,0.9999865
2024-07-24,11:30,Magnificent 7 Still Comprise Over 30% Of S&P 500 Despite Tech Correction,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,117.99,118.12,115.55,115.92,44254236.0,0.01754385964912275,Neutral,0.9999907
2024-07-24,11:30,Here's Why Google Fell Despite The Q2 2024 Earnings Outperformance,"Google has reported that ACA has driven, on average, 5% better conversion rates for advertisers. Check out moreÂ on GOOG stock here.",117.99,118.12,115.55,115.92,44254236.0,0.01754385964912275,Positive,0.9999999
2024-07-24,11:30,Prediction: Nvidia's Stock Correction Will Lead to Outsized Gains in the Second Half of 2024,Investors would be wise to follow Warren Buffett's sage advice.,117.99,118.12,115.55,115.92,44254236.0,0.01754385964912275,Neutral,0.9999865
2024-07-25,15:30,"Amazon racing to develop AI chips cheaper, faster than Nvidia's, executives say","Inside Amazon.com's chip lab in Austin, Texas, half a dozen engineers on a Friday afternoon put a closely guarded new server design through its paces.  The server was packed with Amazon's artificial intelligence chips that compete with those from market leader Nvidia, Amazon executive Rami Sinno said on Friday, during a visit to the lab.  Amazon is developing its own processors to limit its reliance on costly Nvidia chips - the so-called Nvidia tax - that power some of the artificial intelligence cloud business at its Amazon Web Services, the main growth driver.",114.76,115.019997,112.080002,112.34,32874816.0,0.021087486929243653,Positive,0.5914948
2024-07-25,09:30,Unleash the Dragonborn: ‘Elder Scrolls V,"Hey, you. You're finally awake. It's the summer of Elder Scrolls - whether a seasoned Dragonborn or a new adventurer, dive into the legendary world of Tamriel this GFN Thursday as The...",113.080002,113.91,106.3,111.36,163680513.0,0.015210487880960542,Neutral,0.99996257
2024-07-26,09:30,"These Stocks Are Moving the Most Today: DexCom, Deckers, Ford, Nvidia, Alphabet, Coursera, Bristol Myers, 3M, and More","DexCom falls sharply after cutting its fiscal-year sales forecast, while Deckers Outdoor jumps after raising earnings expectations. Bristol Myers and 3M are scheduled to report earnings Friday.",115.585,115.93,113.099998,113.8,81172349.0,0.015443180343470145,Neutral,0.95003986
2024-07-26,09:30,"Can This Unstoppable AI Stock Join Nvidia, Apple, and Microsoft in the $3 Trillion Club?",Amazon is delivering. How long until it crosses the $3 trillion line?,115.585,115.93,113.099998,113.8,81172349.0,0.015443180343470145,Positive,0.78167146
2024-07-26,09:30,US senator attacks Biden administration for failing to halt sales of advanced chips to China,"US President Joe Biden's administration came under fire on Capitol Hill on Thursday over reports that illicit networks are selling advanced semiconductor chips made by Nvidia to China, evading export controls meant to block such sales. Citing an investigation by The Wall Street Journal this month that found more than 70 distributors selling restricted Nvidia chips to entities in China, Senator John Kennedy, Republican of Louisiana, confronted Thea Kendler, assistant secretary of commerce for exp",115.585,115.93,113.099998,113.8,81172349.0,0.015443180343470145,Negative,0.9998832
2024-07-29,10:30,3 Artificial Intelligence Stocks You Can Buy and Hold for the Next Decade,"Artificial Intelligence is still in its early days, and these stocks are set to be long-term winners.",114.94,115.0,111.75,112.5346,40052015.0,0.020927440403688883,Positive,0.9999876
2024-07-29,10:30,AMD Is About To Accelerate Their Growth Strategy (Earnings Preview),"Advanced Micro Devices, Inc.'s leadership in inferencing can bleed into training with their release of the MI350 series GPU. Click for my AMD Q2 earnings preview.",114.94,115.0,111.75,112.5346,40052015.0,0.020927440403688883,Neutral,0.89673346
2024-07-29,10:30,"Nvidia, Microsoft, CrowdStrike, SoFi, Tesla: Why These 5 Stocks Are On Investors' Radars Today",Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,114.94,115.0,111.75,112.5346,40052015.0,0.020927440403688883,Neutral,0.9999907
2024-07-29,10:30,"Mark Zuckerberg Gets Triggered By Closed AI Models At SIGGRAPH 2024, Drops F-Bomb While Talking With Nvidia CEO Jensen Huang: 'There Goes Our Broadcast Opportunity'",Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,114.94,115.0,111.75,112.5346,40052015.0,0.020927440403688883,Neutral,0.9999907
2024-07-29,10:30,"Apple's AI Models Trained On Google's Custom Chips, Not Nvidia's: Report",Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,114.94,115.0,111.75,112.5346,40052015.0,0.020927440403688883,Neutral,0.9999907
2024-07-29,10:30,Nvidia Technical Analysis: NVDA Stock Loses 50-Day MA. What Now?,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,114.94,115.0,111.75,112.5346,40052015.0,0.020927440403688883,Neutral,0.9999907
