Date,headline,summary,open,close,high,low,volume,daily_gap,sentiment,sentiment_score
2024-06-20,HPE-Nvidia partnership will make AI enterprise history: CEO,"Hewlett Packard Enterprise (HPE) announced a new partnership with chip giant Nvidia (NVDA) at its HPE Discover 2024 event in Las Vegas this week, where the former unveiled its ""Nvidia AI Computing by HPE"" portfolio of AI products. Among these new offerings is the HPE Private Cloud AI. HPE CEO Antonio Neri joins Yahoo Finance's Josh Lipton and Yasmin Khorram ""And the core of that, we really focus on the enterprise segment of the market, because when you think about AI, there is the model builders and the hyperscalers, you have the sovereign clouds, and the enterprise,"" Neri says. ""Obviously, we've already seen tremendous traction on the model builder side and the hyperscalers, but we focus on enterprise. And at the core of that is how we deliver a simple AI solution to consume on-premises."" Neri was joined onstage by Nvidia CEO Jensen Huang to announce this partnership at Neri's keynote address on Tuesday, June 18. Neri foresees the partnership to ""accelerate that adoption"" of HPE's enterprise services. Many consumers are still hesitant to engage with AI, which Neri assures he has greatly considered ""the human focus"" and concern about data security: ""And so the point is that we built all of those guardrails into the offer itself. And we believe this is going to help customers feel more comfortable around this. But ultimately is the data-first approach. And we need to make sure that we protect our data."" Neri also touches upon Hewlett Packard Enterprise's AI servers and what sets them apart from the rest of the industry. For more expert insight and the latest market action, click here to watch this full episode of Market Domination. This post was written by Luke Carberry Mogan.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Neutral,0.9942253
2024-06-20,"As Nvidia, Apple Grab Headlines, This Mag 7 Lays Down AI 'Bedrock'","While laying an AI foundation with Amazon Bedrock, Amazon stock lays the groundwork for a breakout to a record high.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,1
2024-06-20,"Top Stock Movers Now: Accenture, Nvidia, Darden Restaurants, and More","The S&P 500 briefly crossed 5,500 for the first time Thursday, June 20, 2024 as Nvidia shares gained amid enthusiasm for developments related to artificial intelligence.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.9999994
2024-06-20,Technology Shares Slide After Strong Run -- Technology Roundup,Technology shares traded lower as Nvidia pulled back a little after becoming the biggest market capitalization company in the U.S. earlier this week. Thousands of car dealers around the U.S....,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Negative,0.48006788
2024-06-20,"Stocks to Watch Thursday: Super Micro, AMD, Nvidia, Accenture","**↗️** **Nvidia (NVDA)**: Its shares rose around 2.5%, putting the most valuable public company—and the biggest beneficiary of investors' enthusiasm for AI—on track for further gains. Shares of other AI chip makers such as **Advanced Micro Devices (AMD)** also rallied.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.99999845
2024-06-20,"Stocks Work Hard For Gains As Big Techs Retreat, Except For Nvidia Of Course (Live Coverage)",The Dow Jones and S&P 500 climbed modestly and the Nasdaq was flat on the stock market today. Nvidia acted strong as the market leader.,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,1
2024-06-20,Bitcoin’s Slump May Be Contagious. Nvidia and Big Tech Could See a Summer Swoon.,Stifel’s Barry Bannister is concerned that the recent crypto pullback is a warning sign for the tech-heavy S&P 500.,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Negative,0.999998
2024-06-20,Nvidia's Gains Have Made It Bigger Than Europe's Largest Stock Markets,"Nvidia shares continued to rise on Thursday, extending the AI chipmaker's lead on Microsoft, which it overtook as the world’s most valuable company on Tuesday. Its surging stock price has made it more valuable than every European stock market.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.99999845
2024-06-20,"Dell, Super Micro stocks rise after Musk says companies will supply hardware for xAI","The companies are helping to build a supercomputer project at Musk's AI startup, riding the momentum of the Nvidia and AI rally.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Negative,0.9999945
2024-06-20,Here is What Jim Cramer Said About Nvidia Corp (NASDAQ:NVDA),"We recently published a list of Jim Cramer Latest Portfolio: 10 Best Stocks to Buy. Since Nvidia Corp (NASDAQ:NVDA) ranks 1st on the list, it deserves a deeper look. Jim Cramer in his latest program talked about discipline during short-term market rallies and emphasized the importance of knowing when to take some profits off the table […]",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Neutral,0.7880583
2024-06-20,"Dell, Super Micro Shares Jump on Reports of ‘AI Factory’ for Elon Musk’s xAI",(Bloomberg) -- Dell Technologies Inc. shares rose on Thursday after Chief Executive Officer Michael Dell said the company is building a “Dell AI factory” for Elon Musk’s startup xAI alongside Nvidia Corp. Most Read from BloombergCar Dealerships Across US Halt Services After CyberattackPutin’s Hybrid War Opens a Second Front on NATO’s Eastern BorderHedge Fund Talent Schools Are Looking for the Perfect TraderCar Dealers Across US Are Crippled By a Second CyberattackWhat to Know About the Deadly Fl,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Neutral,0.9997404
2024-06-20,Here's What You Need to Know About Tech ETF XLK's Shake-Up,Technology Select Sector SPDR Fund (XLK) is poised for a big rebalance this week. This shake-up will increase the exposure to NVIDIA Corp. (NVDA) at the expense of Apple Inc. (AAPL).,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.98301584
2024-06-20,Nvidia Is Now the World's Most Valuable Company. Is It Time to Sell?,History doesn't repeat itself but it rhymes.,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Neutral,0.9999106
2024-06-20,Great News for Nvidia Stock Investors,"When measured by market capitalization, Nvidia surpasses Microsoft to become the most valuable company.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.99999774
2024-06-20,"S&P 500, Nasdaq scale record highs as Nvidia lengthens its lead","The S&P 500 and the Nasdaq hitrecord highs on Thursday, boosted by strong gains in Nvidia,while investors assessed recent economic data and commentaryfrom Federal Reserve officials to gauge the...",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.9999474
2024-06-20,Nvidia: BofA remains Buy after recent rally,Bank of America on Thursday renewed its Buy recommendation and $150 price target on Nvidia following the stock's recent rally.The research firm notes that the AI chipmaker has climbed 50% since the...,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,1
2024-06-20,"Dow Jones Futures Rise: New Stock Market King Nvidia Faces This Risk; ELF, Palantir Rally","Nvidia surpassed Microsoft stock's market cap in a quiet preholiday session overall. ELF, Palantir also were winners.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,1
2024-06-20,Nvidia vs. Broadcom: Which Soaring Stock-Split AI Stock Is The Better Buy Now?,Shares in Nvidia and Broadcom have become expensive. But they remain the best ways to bet on the AI megatrend.,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.9997923
2024-06-20,"These Stocks Are Moving the Most Today: Nvidia, Trump Media, KB Home, Accenture, Kroger, and More","Nvidia stock extends gains after the chip maker overtakes Microsoft and Apple to become the world’s biggest company by market value, while Trump Media shares continue their slide. Accenture trades higher after reporting fiscal third-quarter earnings.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,1
2024-06-20,"The Fed Needs to Cut Rates Eventually Amid This Economic Slowdown. Here’s Why, and 4 Other Things to Know Today.","Nvidia’s fight to remain the world’s most valuable company begins, disappointing retail sales raise hopes for a September rate cut, and more news to start your day.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Negative,0.9999999
2024-06-20,Nvidia Just Passed Microsoft to Become the World's Most Valuable Stock. Here's What History Says Happens Next.,"If you think Nvidia stock has already peaked, then you'll want to look at this.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Neutral,0.99855655
2024-06-20,AI crypto tokens rally after Nvidia's record gains,"AI-related cryptocurrency tokens have rallied in the past 24 hours, outperforming bitcoin and ether.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.9989793
2024-06-20,Nvidia’s surge reveals a pitfall of passive investing: Morning Brief,"A quirk with one of the most popular tech ETFs has seen the product lag this year because it couldn't own enough Nvidia. On Friday, that looks set to change.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Negative,0.8161219
2024-06-20,"S&P, Nasdaq futures climb as Nvidia stretches rally","Nvidia gained 3.4% in premarket trading, after the semiconductor bellwether surpassed Microsoft in the previous session to become the world's most valuable company with a market capitalization of $3.34 trillion.  The continued surge to new peaks by the artificial intelligence (AI) chip leader and softer-than-expected U.S. retail sales data pushed the S&P 500 and Nasdaq to record highs on Tuesday.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.8932382
2024-06-20,Forget Nvidia: 2 Tech Stocks to Buy Instead,These two attractively valued tech stocks could turn out to be smart long-term investments.,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,1
2024-06-20,Nvidia Widens Gap With Microsoft and Apple. The Stock Is Climbing Again.,"Nvidia was climbing early on Thursday.  Nvidia  shares were up 3.5% at $140.35 in premarket trading.  The stock closed up 3.5% on Tuesday, the last day of trading before the Juneteenth holiday, which saw it pass  Microsoft  and  Apple  in terms of market value.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.9998288
2024-06-20,Nvidia Stock Is Up 174% This Year. That's a Big Problem for the Average S&P 500 Stock (and Some Investors).,Beating the S&P 500 without exposure to Nvidia has been exceptionally difficult this year.,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Negative,0.99904567
2024-06-20,NVIDIA : Crack the Case With ‘Tell Me Why’ and ‘As Dusk Falls’ on GeForce NOW,"Sit back and settle in for some epic storytelling. Tell Me Why and As Dusk Falls - award-winning, narrative-driven games from Xbox Studios - add to the 1,900+ games in the GeForce NOW...",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.99879384
2024-06-20,Forget Nvidia: Prominent Billionaires Are Selling It and Piling Into These 4 Artificial Intelligence (AI) Stocks Instead,Select billionaire money managers have sizably reduced their stakes in Nvidia and chosen to build their positions in four standout artificial intelligence (AI) stocks.,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Neutral,0.99846673
2024-06-20,Nvidia Completed Its 10-for-1 Stock Split. These 2 Artificial Intelligence (AI) Stocks Could Be the Next Stock Splits,Stock-split stocks tend to outperform the S&P 500.,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.99991596
2024-06-20,"Trending tickers: Nvidia, Constellation, Dell and NatWest",The latest investor updates on stocks that are trending on Thursday.,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Neutral,0.9999995
2024-06-20,"If You'd Invested $1,000 in Nvidia Stock 10 Years Ago, Here's How Much You'd Have Today",The power of compounding shows what just one incredible stock can accomplish in a mere 10 years.,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,0.9999968
2024-06-20,Nvidia set to solidify position as world's most valuable company,"Nvidia shares gained 3% before the bell on Thursday, set to extend the semiconductor bellwether's lead as the world's most valuable company, after partners Dell and Super Micro Computer received...",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,1
2024-06-20,This Undervalued Stock Could Join Nvidia in the $3 Trillion Club,Here's why Alphabet has what it takes to push its market cap above $3 trillion.,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Neutral,0.99900013
2024-06-20,"VGT: Last Year, IYW Was The Better Choice, But Now, SCHG Offers Safer Tech Exposure",Both VGT and IYW's 1-year results are largely due to NVDA's extreme surge. Read why SCHG would offer the best tech exposure going forward.,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Positive,1
2024-06-20,Are stocks about to stall?,"Even as Nvidia hits record highs, here are some key signals to watch.",139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Neutral,0.8471766
2024-06-20,"Dow Jones Futures: S&P 500, Nasdaq Retreat As AI Stocks Skid; Time To Take Nvidia Profits?",The S&P 500 and Nasdaq fell Thursday after briefly setting new highs. AI stocks are lower. Is it time to sell Nvidia?,139.85001,130.72,140.75999,129.53,471375217,0.06528429994391848,Negative,0.5943194
2024-07-11,"Stock Market Shift: Tesla, Nvidia Lead Nasdaq Sell-Off As Small Caps Soar; JPMorgan Earnings Due","Stock market rotation: Nvidia, Tesla and other titans led a Nasdaq sell-off as small caps and homebuilders soared. JPMorgan earnings loom.",135.9799,127.46,136.14999,127.050003,343344320,0.06265558365611383,Negative,0.98831964
2024-07-11,"Mag 7 take a hit, $2T in sideline investor cash: Top Takeaways","The Magnificent Seven — the grouping of premier tech stocks Amazon (AMZN), Apple (AAPL), Alphabet (GOOG, GOOGL), Nvidia (NVDA), Meta Platforms (META), Microsoft (MSFT), and Tesla (TSLA) — had their worst day in over a year, with Tesla snapping its 11-day winning streak after reports of the company pushing back its robotaxi unveiling date. In addition, retail investor cash sitting on the sidelines has hit a record high, reaching over $2 trillion. Yahoo Finance senior markets reporter Jared Blikre joins Asking For A Trend to break down the latest market trends for July 11. For more expert insight and the latest market action, click here to watch this full episode of Asking for a Trend. This post was written by Nicholas Jacobino",135.9799,127.46,136.14999,127.050003,343344320,0.06265558365611383,Neutral,0.6298356
2024-07-11,Nvidia Drops. Don't Ignore These 8 'Secrets' For When To Sell Stocks.,"As growth stocks like Nvidia, Apple get nicked after monster moves, keep in mind these proven rules for when to sell stocks.",135.9799,127.46,136.14999,127.050003,343344320,0.06265558365611383,Neutral,0.99293536
2024-07-11,Palantir Explores Buy Zone As This AI Peer Orbits Buy Point,"As fellow AI stocks Palantir and Nvidia rise, Parsons stock enjoys strong demand and looks to launch a breakout of its own.",135.9799,127.46,136.14999,127.050003,343344320,0.06265558365611383,Positive,1
2024-07-11,Why Nvidia (NVDA) Shares Are Sliding Today,"Shares of leading designer of graphics chips Nvidia (NASDAQ:NVDA) fell 5.8% in the afternoon session as investors seem to be rotating out of large-cap tech stocks that have been winners year-to-date. Microsoft, Alphabet, Amazon, and Apple are down today.",135.9799,127.46,136.14999,127.050003,343344320,0.06265558365611383,Negative,0.9999534
2024-07-11,"Nvidia vs. AWS chips: Why it's not a battle, for now","The chips industry is bigger than ever – currently valued at $544 billion and expected to be worth more than $1 trillion by 2032, according to Precedence Research. While Nvidia (NVDA) has the dominant lead in the industry, holding 80% of the GPU chips market, hyperscalers like Amazon’s (AMZN) Amazon Web Services (AWS) are looking to capitalize in the space by designing their own chips. With the release of the new Graviton 4 chip, AWS aims to create a more efficient chip that can power its own cloud – promising 35% greater computing speeds and 75% more memory bandwidth.What does this mean for the chip race? Rather than being direct competitors with Nvidia, Patrick Moorehead, a former AMD executive and now the CEO and analyst at Moor Insights & Strategy, refers to their relationship as “co-opetition.” For more on our NEXT series, click here, and tune in to Yahoo Finance Live for more expert insight and the latest market action, Monday through Friday.",135.9799,127.46,136.14999,127.050003,343344320,0.06265558365611383,Positive,0.9997905
2024-07-11,Tech Investors' Worst Nightmare Just Came True—at Least for One Day,"Big tech stocks like Nvidia, Apple, and Microsoft were supposed to be invincible, invulnerable, omnipotent.  It turns out they are subject to the whims of market forces just like every other company out there.  Just 20% of the stocks in the S&P 500 have outperformed the index this year, a record low according to Torsten Slok, chief economist at Apollo Global Management.",135.9799,127.46,136.14999,127.050003,343344320,0.06265558365611383,Positive,0.9989053
2024-07-11,Nvidia Stock Plunges As Big Tech Sells Off; Is It Time To Buy Now?,"Nvidia tumbled on Thursday after a three straight day rally where it climbed back near highs. So, is the stock a buy?",135.9799,127.46,136.14999,127.050003,343344320,0.06265558365611383,Positive,0.9300953
2024-07-11,Why Nvidia's market cap could hit $6 trillion this year,"The tech sector continues to outperform the market as the AI race shows no signs of stopping. Nvidia (NVDA), in particular, has enormously benefitted from the increased demand for AI, with the chipmaking giant crossing a $3 trillion market capitalization and gaining more than 200% in just the last year. After a record year and mounting sky-high expectations, does Nvidia have more room to grow? In the latest episode of Opening Bid, EMJ Capital founder Eric Jackson tells Yahoo Finance Executive Editor Brian Sozzi that this is just the beginning of Nvidia's story. Jackson lays out his case for why Nvidia could double its market cap to $6 trillion this year and become the largest US company by a wide margin. He points out that the chip giant tripled its market cap in 2023 and has doubled it so far in 2024.  He explains, ""We're now kind of going up again with Nvidia, and it would not surprise me that we see another strong earnings report this fall... We'll see evidence in the August report of initial appetite for the Blackwell chips, and we know that those things are priced higher than the H100s, H200s. So it might be then, but certainly by November we'll have evidence of the real operating results."" Click here to watch the full episode of Opening Bid.",135.9799,127.46,136.14999,127.050003,343344320,0.06265558365611383,Positive,1
2024-07-11,Nvidia Stock Is Falling. Here’s What’s Driving the Move.,"Funds that have avoided or underweighted Nvidia and other AI-related stocks have lagged behind, including those managed by ARK Investment Management head Cathie Wood.",135.9799,127.46,136.14999,127.050003,343344320,0.06265558365611383,Negative,0.96040076
2024-07-11,"Can the Silo AI Acquisition Change AMD's Fate, or Is It a Risky Bet?","Although AMD's acquisition of Silo AI expands the AI ecosystem, growing fundamental challenges, including stiff competition from NVIDIA, make the stock a risky bet.",135.9799,127.46,136.14999,127.050003,343344320,0.06265558365611383,Negative,0.9999933
2024-07-11,Nvidia pulls S&P 500 lower as small caps rally,"The Nasdaq and the S&P 500 tumbledfrom record highs on Thursday, hit by losses in Nvidia and Teslaas investors rotated into smaller companies aftersofter-than-expected inflation data fed hopes the...",135.9799,127.46,136.14999,127.050003,343344320,0.06265558365611383,Negative,0.9999963
2024-07-11,"NVIDIA : ‘Once Human,’ Twice the Thrills on GeForce NOW","Unlock new experiences every GFN Thursday. Whether post-apocalyptic survival adventures, narrative-driven games or vast, open worlds, GeForce NOW always has something fresh for members to explore. ...",135.9799,127.46,136.14999,127.050003,343344320,0.06265558365611383,Positive,0.99359185
2024-07-30,Why Nvidia Stock Continued to Slide Today,Nvidia shares could be volatile in a busy earnings week.,111.51,103.7076,111.99,102.54,427590805,0.06997040624159273,Negative,0.93239796
2024-07-30,"Nvidia and Other Chip Stocks Drag S&P 500, Nasdaq Lower Tuesday—Here’s Why","Nvidia and other chip stocks lost ground Tuesday, dragging the S&P 500 and Nasdaq down with them—here's why.",111.51,103.7076,111.99,102.54,427590805,0.06997040624159273,Negative,0.9999963
2024-07-30,Nvidia slumps as Big Tech sell-off deepens,US chip giant Nvidia dropped 5.7pc today as investors waited with bated breath for a steer from tonight’s Microsoft results on how well artificial intelligence-focused companies are performing.,111.51,103.7076,111.99,102.54,427590805,0.06997040624159273,Negative,0.99947697
2024-07-30,Why Nvidia (NVDA) Shares Are Falling Today,"Shares of leading designer of graphics chips Nvidia (NASDAQ:NVDA) fell 8% in the afternoon session after the major indices fell with the Nasdaq down 1.2% while the S&P fell 0.6%. Investors are likely taking profits in megacap tech companies ahead of a big earnings week. Some of the big tech companies reporting earnings later in the week include Meta, Apple, Microsoft, and Amazon.",111.51,103.7076,111.99,102.54,427590805,0.06997040624159273,Negative,0.9125045
2024-07-30,"Tech Stocks Drop Ahead Of Key Earnings; Nvidia Falls, CrowdStrike Hits 8-Month Low: What's Driving Markets Tuesday?","Investor sentiment took a hit on Tuesday as caution prevailed ahead of significant market events, including key tech earnings reports and the Federal Open Market Committee meeting. The Nasdaq 100, heavily weighted with tech stocks, experienced the most significant decline among major U.S. indices, dropping 1.5%. Semiconductor stocks were particularly affected, with Nvidia Corp. (NASDAQ:NVDA) plummeting over 6% to a two-month low, impacting the entire industry. Consequently, the iShares Semicondu",111.51,103.7076,111.99,102.54,427590805,0.06997040624159273,Negative,0.99999845
2024-07-30,Nvidia Stock Drops Ahead of Big Tech Earnings,Nvidia will react to indications of AI spending from Microsoft but there are other issues also affecting the stock.,111.51,103.7076,111.99,102.54,427590805,0.06997040624159273,Negative,0.9996309
2024-07-30,Nvidia and Other Chip Stocks Are Leading the Market Lower Ahead of Big Tech Earnings,"A rough day for Nvidia and its chip stock peers is bleeding into the broader market.  Nvidia shares are down 5.9%, while the VanEck Semiconductor ETF is down 2.9%.  The Dow, which doesn’t include Nvidia or the vast majority of major chip stocks, is up 54 points, or 0.1%.",111.51,103.7076,111.99,102.54,427590805,0.06997040624159273,Negative,0.4879969
2024-07-30,Nvidia Dives As Four Tech Titans Head Into Earnings; Is It A Buy Now?,Spending plans on artificial intelligence from all four tech titans will likely have an impact on Nvidia stock.  Is the pullback in the artificial intelligence giant a buying opportunity or a cause for caution?  Emotions can quickly come into play and mess up decisions but time-tested trading rules improve the odds of success and help investors assess whether Nvidia stock is a buy now.,111.51,103.7076,111.99,102.54,427590805,0.06997040624159273,Positive,0.9999993
2024-07-30,"Nvidia Cracks Deepen, Revealing 8 'Secrets' For When To Sell Stocks","As growth stocks like Nvidia, Apple lose support after monster moves, keep in mind these proven rules for when to sell stocks.",111.51,103.7076,111.99,102.54,427590805,0.06997040624159273,Negative,0.9980692
2024-07-30,"Stock market news today: Nasdaq sinks, Nvidia drops 5% ahead of next round of Big Tech earnings",A packed day of earnings and the start of the Fed's July meeting continue a potentially pivotal week for stocks.,111.51,103.7076,111.99,102.54,427590805,0.06997040624159273,Positive,0.9509308
2024-07-30,1 Top Artificial Intelligence (AI) Stock Billionaires Are Selling Right Now,"Some hedge funds have been selling Nvidia and other tech stocks, but now isn't the time to panic.",111.51,103.7076,111.99,102.54,427590805,0.06997040624159273,Negative,0.896728
2024-07-30,"Down Between 17% and 35% From Their 52-Week Highs, Should You Buy the Dip on Nvidia, Broadcom, and AMD?",There are plenty of different ways to invest in artificial intelligence (AI) and growing demand for computing power.,111.51,103.7076,111.99,102.54,427590805,0.06997040624159273,Positive,0.99874663
2024-07-30,3 Crypto Stocks to Invest in as Bitcoin Rally Gathers Steam,"Stocks like NVIDIA Corporation (NVDA), Block Inc. (SQ) and Interactive Brokers Group, Inc. (IBKR) are poised to benefit once the Bitcoin rally gathers pace.",111.51,103.7076,111.99,102.54,427590805,0.06997040624159273,Positive,1
